date,temp
8/11/2021 18:00,26.43
8/11/2021 18:20,26.02
8/11/2021 18:40,26.14
8/11/2021 19:00,26.11
8/11/2021 19:20,25.28
8/11/2021 19:40,25.96
8/11/2021 20:00,27.77
8/11/2021 20:20,25.96
8/11/2021 20:40,25.57
8/11/2021 21:00,25.19
8/11/2021 21:20,24.57
8/11/2021 21:40,24.17
8/11/2021 22:00,24.08
8/11/2021 22:20,23.76
8/11/2021 22:40,23.58
8/11/2021 23:00,23.56
8/11/2021 23:20,23.56
8/11/2021 23:40,23.65
8/12/2021 0:00,23.7
8/12/2021 0:20,23.7
8/12/2021 0:40,23.74
8/12/2021 1:00,23.74
8/12/2021 1:20,23.81
8/12/2021 1:40,23.9
8/12/2021 2:00,23.92
8/12/2021 2:20,23.97
8/12/2021 2:40,23.95
8/12/2021 3:00,23.97
8/12/2021 3:20,24.03
8/12/2021 3:40,24.07
8/12/2021 4:00,24.08
8/12/2021 4:20,24.11
8/12/2021 4:40,24.12
8/12/2021 5:00,24.1
8/12/2021 5:20,24.12
8/12/2021 5:40,24.11
8/12/2021 6:00,24.11
8/12/2021 6:20,24.17
8/12/2021 6:40,24.22
8/12/2021 7:00,23.85
8/12/2021 7:20,23.47
8/12/2021 7:40,23.3
8/12/2021 8:00,22.94
8/12/2021 8:20,22.81
8/12/2021 8:40,24.21
8/12/2021 9:00,24.35
8/12/2021 9:20,24.79
8/12/2021 9:40,27.04
8/12/2021 10:00,27.08
8/12/2021 10:20,27.16
8/12/2021 10:40,27.32
8/12/2021 11:00,27.36
8/12/2021 11:20,27.39
8/12/2021 11:40,27.41
8/12/2021 12:00,27.48
8/12/2021 12:20,27.54
8/12/2021 12:40,27.64
8/12/2021 13:00,27.69
8/12/2021 13:20,27.79
8/12/2021 13:40,27.87
8/12/2021 14:00,27.96
8/12/2021 14:20,28.02
8/12/2021 14:40,28.03
8/12/2021 15:00,28.06
8/12/2021 15:20,28.06
8/12/2021 15:40,28.03
8/12/2021 16:00,28.01
8/12/2021 16:20,27.97
8/12/2021 16:40,27.88
8/12/2021 17:00,27.81
8/12/2021 17:20,27.75
8/12/2021 17:40,27.71
8/12/2021 18:00,27.65
8/12/2021 18:20,27.57
8/12/2021 18:40,27.53
8/12/2021 19:00,27.47
8/12/2021 19:20,27.39
8/12/2021 19:40,27.36
8/12/2021 20:00,27.3
8/12/2021 20:20,27.26
8/12/2021 20:40,27.25
8/12/2021 21:00,27.23
8/12/2021 21:20,27.23
8/12/2021 21:40,27.2
8/12/2021 22:00,27.19
8/12/2021 22:20,27.17
8/12/2021 22:40,27.19
8/12/2021 23:00,27.15
8/12/2021 23:20,27.12
8/12/2021 23:40,27.15
8/13/2021 0:00,27.14
8/13/2021 0:20,27.14
8/13/2021 0:40,27.14
8/13/2021 1:00,27.14
8/13/2021 1:20,27.12
8/13/2021 1:40,27.15
8/13/2021 2:00,27.15
8/13/2021 2:20,27.16
8/13/2021 2:40,27.16
8/13/2021 3:00,27.16
8/13/2021 3:20,27.16
8/13/2021 3:40,27.15
8/13/2021 4:00,27.12
8/13/2021 4:20,27.11
8/13/2021 4:40,27.12
8/13/2021 5:00,27.08
8/13/2021 5:20,27.06
8/13/2021 5:40,27.06
8/13/2021 6:00,27.04
8/13/2021 6:20,27.04
8/13/2021 6:40,27.03
8/13/2021 7:00,27.01
8/13/2021 7:20,27.01
8/13/2021 7:40,27.01
8/13/2021 8:00,27
8/13/2021 8:20,27.01
8/13/2021 8:40,27.09
8/13/2021 9:00,27.12
8/13/2021 9:20,27.17
8/13/2021 9:40,27.22
8/13/2021 10:00,27.26
8/13/2021 10:20,27.33
8/13/2021 10:40,27.38
8/13/2021 11:00,27.39
8/13/2021 11:20,27.41
8/13/2021 11:40,27.44
8/13/2021 12:00,27.5
8/13/2021 12:20,27.55
8/13/2021 12:40,27.6
8/13/2021 13:00,27.63
8/13/2021 13:20,27.68
8/13/2021 13:40,27.66
8/13/2021 14:00,27.66
8/13/2021 14:20,27.69
8/13/2021 14:40,27.71
8/13/2021 15:00,27.74
8/13/2021 15:20,27.74
8/13/2021 15:40,27.74
8/13/2021 16:00,27.76
8/13/2021 16:20,27.69
8/13/2021 16:40,27.66
8/13/2021 17:00,27.6
8/13/2021 17:20,27.53
8/13/2021 17:40,27.52
8/13/2021 18:00,27.47
8/13/2021 18:20,27.38
8/13/2021 18:40,27.33
8/13/2021 19:00,27.3
8/13/2021 19:20,27.28
8/13/2021 19:40,27.27
8/13/2021 20:00,27.26
8/13/2021 20:20,27.25
8/13/2021 20:40,27.23
8/13/2021 21:00,27.25
8/13/2021 21:20,27.23
8/13/2021 21:40,27.23
8/13/2021 22:00,27.21
8/13/2021 22:20,27.21
8/13/2021 22:40,27.21
8/13/2021 23:00,27.22
8/13/2021 23:20,27.23
8/13/2021 23:40,27.23
8/14/2021 0:00,27.25
8/14/2021 0:20,27.25
8/14/2021 0:40,27.23
8/14/2021 1:00,27.25
8/14/2021 1:20,27.25
8/14/2021 1:40,27.25
8/14/2021 2:00,27.23
8/14/2021 2:20,27.25
8/14/2021 2:40,27.23
8/14/2021 3:00,27.25
8/14/2021 3:20,27.23
8/14/2021 3:40,27.23
8/14/2021 4:00,27.22
8/14/2021 4:20,27.2
8/14/2021 4:40,27.17
8/14/2021 5:00,27.2
8/14/2021 5:20,27.19
8/14/2021 5:40,27.16
8/14/2021 6:00,27.16
8/14/2021 6:20,27.15
8/14/2021 6:40,27.14
8/14/2021 7:00,27.15
8/14/2021 7:20,27.15
8/14/2021 7:40,27.17
8/14/2021 8:00,27.19
8/14/2021 8:20,27.21
8/14/2021 8:40,27.25
8/14/2021 9:00,27.3
8/14/2021 9:20,27.34
8/14/2021 9:40,27.39
8/14/2021 10:00,27.41
8/14/2021 10:20,27.42
8/14/2021 10:40,27.52
8/14/2021 11:00,27.58
8/14/2021 11:20,27.59
8/14/2021 11:40,27.6
8/14/2021 12:00,27.61
8/14/2021 12:20,27.66
8/14/2021 12:40,27.64
8/14/2021 13:00,27.64
8/14/2021 13:20,27.66
8/14/2021 13:40,27.66
8/14/2021 14:00,27.71
8/14/2021 14:20,27.71
8/14/2021 14:40,27.74
8/14/2021 15:00,27.72
8/14/2021 15:20,27.72
8/14/2021 15:40,27.71
8/14/2021 16:00,27.69
8/14/2021 16:20,27.68
8/14/2021 16:40,27.6
8/14/2021 17:00,27.57
8/14/2021 17:20,27.53
8/14/2021 17:40,27.48
8/14/2021 18:00,27.44
8/14/2021 18:20,27.42
8/14/2021 18:40,27.38
8/14/2021 19:00,27.37
8/14/2021 19:20,27.33
8/14/2021 19:40,27.3
8/14/2021 20:00,27.27
8/14/2021 20:20,27.25
8/14/2021 20:40,27.25
8/14/2021 21:00,27.26
8/14/2021 21:20,27.26
8/14/2021 21:40,27.26
8/14/2021 22:00,27.25
8/14/2021 22:20,27.26
8/14/2021 22:40,27.26
8/14/2021 23:00,27.23
8/14/2021 23:20,27.22
8/14/2021 23:40,27.22
8/15/2021 0:00,27.21
8/15/2021 0:20,27.2
8/15/2021 0:40,27.19
8/15/2021 1:00,27.19
8/15/2021 1:20,27.19
8/15/2021 1:40,27.17
8/15/2021 2:00,27.15
8/15/2021 2:20,27.15
8/15/2021 2:40,27.15
8/15/2021 3:00,27.15
8/15/2021 3:20,27.12
8/15/2021 3:40,27.12
8/15/2021 4:00,27.11
8/15/2021 4:20,27.1
8/15/2021 4:40,27.12
8/15/2021 5:00,27.09
8/15/2021 5:20,27.09
8/15/2021 5:40,27.11
8/15/2021 6:00,27.1
8/15/2021 6:20,27.1
8/15/2021 6:40,27.09
8/15/2021 7:00,27.1
8/15/2021 7:20,27.11
8/15/2021 7:40,27.11
8/15/2021 8:00,27.15
8/15/2021 8:20,27.19
8/15/2021 8:40,27.23
8/15/2021 9:00,27.31
8/15/2021 9:20,27.3
8/15/2021 9:40,27.32
8/15/2021 10:00,27.37
8/15/2021 10:20,27.42
8/15/2021 10:40,27.47
8/15/2021 11:00,27.58
8/15/2021 11:20,27.64
8/15/2021 11:40,27.72
8/15/2021 12:00,27.8
8/15/2021 12:20,27.91
8/15/2021 12:40,27.96
8/15/2021 13:00,27.99
8/15/2021 13:20,28.03
8/15/2021 13:40,28.04
8/15/2021 14:00,28.07
8/15/2021 14:20,28.04
8/15/2021 14:40,28.08
8/15/2021 15:00,28.11
8/15/2021 15:20,28.15
8/15/2021 15:40,28.14
8/15/2021 16:00,28.15
8/15/2021 16:20,28.14
8/15/2021 16:40,28.11
8/15/2021 17:00,28.07
8/15/2021 17:20,28.02
8/15/2021 17:40,27.97
8/15/2021 18:00,27.91
8/15/2021 18:20,27.84
8/15/2021 18:40,27.76
8/15/2021 19:00,27.7
8/15/2021 19:20,27.65
8/15/2021 19:40,27.61
8/15/2021 20:00,27.58
8/15/2021 20:20,27.52
8/15/2021 20:40,27.46
8/15/2021 21:00,27.41
8/15/2021 21:20,27.38
8/15/2021 21:40,27.36
8/15/2021 22:00,27.34
8/15/2021 22:20,27.32
8/15/2021 22:40,27.3
8/15/2021 23:00,27.3
8/15/2021 23:20,27.32
8/15/2021 23:40,27.36
8/16/2021 0:00,27.36
8/16/2021 0:20,27.37
8/16/2021 0:40,27.33
8/16/2021 1:00,27.3
8/16/2021 1:20,27.27
8/16/2021 1:40,27.25
8/16/2021 2:00,27.25
8/16/2021 2:20,27.23
8/16/2021 2:40,27.22
8/16/2021 3:00,27.22
8/16/2021 3:20,27.22
8/16/2021 3:40,27.21
8/16/2021 4:00,27.2
8/16/2021 4:20,27.17
8/16/2021 4:40,27.16
